일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가격
2013-04-17,14.8,10.3,20.6,0.0,2.9,62.3,1336
2013-04-18,12.3,9.0,16.3,0.0,4.0,37.4,1337
2013-04-19,9.8,5.1,15.0,0.0,3.2,27.0,1337
2013-04-20,6.6,4.0,10.1,9.5,2.3,70.8,1337
2013-04-21,9.0,4.2,15.3,0.0,3.3,58.8,1337
2013-04-22,11.4,5.6,17.2,0.0,2.5,43.8,1280
2013-04-23,11.2,9.7,14.8,5.5,2.7,59.3,1323
2013-04-24,12.3,8.3,18.0,0.1,3.7,67.0,1280
2013-04-25,9.3,7.9,13.8,4.5,3.3,78.9,1481
2013-04-26,11.7,6.9,16.3,0.1,3.6,55.0,1481
2013-04-27,12.8,8.2,18.5,0.0,2.8,51.4,1481
2013-04-28,16.0,10.3,21.6,0.0,3.8,51.0,1481
2013-04-29,13.5,9.0,17.7,21.0,4.5,67.6,1440
2013-04-30,13.4,7.7,19.5,0.0,3.5,48.8,1469
2013-05-01,13.2,8.7,18.6,1.0,3.3,52.4,1469
2013-05-02,12.4,9.0,17.1,1.0,2.5,67.1,1466
2013-05-03,12.6,9.0,18.2,0.0,3.2,64.8,1466
2013-05-04,13.9,9.3,19.6,0.0,3.1,58.1,1466
2013-05-05,14.3,9.2,20.6,0.0,3.4,51.8,1466
2013-05-06,14.6,7.9,21.3,0.0,3.0,54.0,1466
2013-05-07,18.7,11.9,26.7,0.0,2.7,41.4,1466
2013-05-08,19.4,12.7,26.2,0.0,2.7,33.6,1437
2013-05-09,18.1,14.7,23.0,2.5,2.1,55.3,1504
2013-05-10,14.0,10.4,16.1,22.0,3.6,89.3,1504
2013-05-11,17.9,11.0,24.8,0.0,3.5,55.5,1504
2013-05-12,19.1,16.4,22.5,1.0,4.0,61.3,1504
2013-05-13,21.6,17.7,26.8,0.0,3.5,45.0,1504
2013-05-14,20.2,17.0,25.3,0.0,2.9,46.9,1561
2013-05-15,19.4,15.6,24.4,0.0,3.3,57.0,1426
2013-05-16,22.0,15.3,28.3,0.0,4.2,33.3,1410
2013-05-17,20.2,15.7,26.6,0.0,3.0,36.6,1410
2013-05-18,17.7,13.7,22.3,14.5,2.2,62.8,1410
2013-05-19,16.6,13.6,21.5,19.5,3.1,80.9,1410
2013-05-20,14.4,12.1,18.5,0.0,3.2,76.0,1480
2013-05-21,17.7,10.2,24.6,0.0,2.0,43.3,1494
2013-05-22,19.7,13.9,25.9,0.0,2.0,49.4,1396
2013-05-23,22.1,15.4,30.2,0.0,2.1,59.3,1574
2013-05-24,21.3,15.7,27.5,0.0,2.6,58.9,1574
2013-05-25,24.7,18.2,31.8,0.0,2.0,49.6,1574
2013-05-26,23.9,20.8,28.4,0.0,2.5,45.9,1574
2013-05-27,19.7,17.7,22.6,56.5,3.5,80.4,1589
2013-05-28,18.9,17.6,20.9,11.5,2.8,89.1,1589
2013-05-29,16.1,14.9,18.1,2.5,3.0,87.8,1546
2013-05-30,19.2,14.3,25.0,0.0,2.7,57.9,1531
2013-05-31,21.3,13.9,27.8,0.0,2.2,46.6,1560
2013-06-01,21.7,17.4,27.9,0.0,2.2,44.3,1560
2013-06-02,23.5,16.3,30.8,0.0,2.0,48.6,1560
2013-06-03,21.3,18.4,26.7,0.0,2.9,59.0,1603
2013-06-04,22.8,17.5,28.4,0.2,2.0,54.3,1603
2013-06-05,24.8,19.1,30.4,0.0,2.0,51.8,1471
2013-06-06,25.0,21.7,30.0,0.0,2.1,55.9,1471
2013-06-07,25.7,20.7,31.1,0.0,2.2,50.9,1517
2013-06-08,26.4,21.0,31.2,0.0,1.9,48.5,1517
2013-06-09,27.4,22.3,32.4,0.0,2.2,38.3,1517
2013-06-10,27.5,21.6,32.2,0.0,2.3,35.5,1596
2013-06-11,23.7,20.5,26.7,7.0,2.6,57.9,1626
2013-06-12,20.5,19.6,22.5,6.5,2.2,85.4,1626
2013-06-13,23.0,18.8,27.5,0.0,1.9,70.5,1687
2013-06-14,24.6,20.9,29.7,0.0,2.3,62.3,1726
2013-06-15,24.6,21.3,29.1,0.0,2.6,58.4,1726
2013-06-16,22.5,19.8,27.5,0.0,2.8,69.8,1726
2013-06-17,22.3,19.9,25.8,0.5,2.2,76.8,1726
2013-06-18,21.7,20.5,23.1,12.0,1.9,90.1,1771
2013-06-19,24.3,20.6,29.6,0.1,1.6,71.1,1771
2013-06-20,25.8,20.9,31.1,0.0,1.8,58.5,1883
2013-06-21,26.6,22.9,31.8,0.0,1.9,57.5,1869
2013-06-22,25.1,22.7,29.6,0.0,2.5,63.9,1869
2013-06-23,22.9,20.6,26.2,0.3,3.2,69.6,1869
2013-06-24,23.5,19.6,29.4,0.0,2.3,66.6,1874
2013-06-25,25.1,21.0,29.8,0.0,2.1,58.6,1874
2013-06-26,24.5,21.1,29.7,0.0,2.6,59.8,1874
2013-06-27,25.1,20.4,31.8,0.0,2.5,63.1,1874
2013-06-28,25.5,21.5,30.6,1.5,2.3,61.1,1874
2013-06-29,27.2,21.8,32.6,0.0,1.8,54.8,1874
2013-06-30,27.7,23.4,31.9,0.2,2.0,60.4,1874
2013-07-01,27.1,23.9,31.3,0.0,2.7,58.4,1901
2013-07-02,24.3,21.5,27.9,51.5,4.6,82.5,1883
2013-07-03,25.2,20.5,30.7,0.0,3.8,69.1,1916
2013-07-04,24.9,23.1,27.6,32.5,3.5,84.3,1876
2013-07-05,25.6,22.1,30.2,1.0,2.7,73.4,1876
2013-07-06,25.2,21.6,30.6,0.0,2.7,73.0,1876
2013-07-07,24.9,22.4,29.5,3.0,1.8,78.8,1876
2013-07-08,24.3,22.3,26.3,68.0,3.5,88.6,1833
2013-07-09,24.5,23.5,26.2,6.5,3.2,87.3,1876
2013-07-10,25.3,24.6,26.1,1.0,3.9,82.8,1833
2013-07-11,24.6,23.8,25.1,14.0,4.1,86.0,1966
2013-07-12,23.6,23.2,24.3,74.0,4.9,88.4,1907
2013-07-13,24.2,22.2,25.6,165.0,1.7,90.1,1907
2013-07-14,24.1,23.1,25.4,23.0,3.7,90.9,1907
2013-07-15,26.5,23.6,29.1,3.5,3.5,80.1,1946
2013-07-16,26.9,25.2,28.8,1.5,4.5,70.4,1946
2013-07-17,24.2,23.5,25.7,18.5,3.7,89.1,1946
2013-07-18,25.1,23.8,27.7,26.5,1.9,85.6,1829
2013-07-19,26.8,23.3,30.5,0.0,3.2,72.0,1809
2013-07-20,27.0,25.3,30.3,1.0,4.2,72.4,1809
2013-07-21,26.8,25.6,28.4,0.5,4.8,78.8,1809
2013-07-22,26.4,24.1,29.4,84.5,3.1,81.0,1809
2013-07-23,25.7,24.7,26.4,56.5,3.8,87.3,1809
2013-07-24,24.7,23.2,27.6,11.5,4.6,79.0,1751
2013-07-25,26.0,22.9,30.2,0.0,3.7,71.8,1831
2013-07-26,26.5,23.1,31.1,0.0,2.9,70.9,1831
2013-07-27,26.2,23.1,31.2,0.2,2.2,67.8,1831
2013-07-28,25.3,23.9,26.7,11.0,2.1,85.5,1831
2013-07-29,26.5,24.4,29.6,3.5,3.4,82.3,1831
2013-07-30,26.3,24.0,29.9,9.5,2.2,73.9,1824
2013-07-31,26.4,24.7,29.0,8.5,3.3,75.4,1816
2013-08-01,28.0,24.5,32.1,0.0,1.7,67.3,1717
2013-08-02,27.4,25.2,29.3,7.5,2.0,80.4,1727
2013-08-03,28.9,26.7,32.6,0.1,3.7,72.3,1727
2013-08-04,28.3,26.4,31.3,4.5,2.4,76.4,1727
2013-08-05,27.7,26.4,30.1,7.0,3.2,78.9,1727
2013-08-06,26.4,23.0,27.6,45.0,2.4,80.8,1713
2013-08-07,28.7,25.0,32.1,0.0,2.3,73.8,1751
2013-08-08,29.3,27.3,32.8,0.0,3.7,73.5,1751
2013-08-09,29.2,27.9,30.8,0.0,4.1,79.9,1751
2013-08-10,28.0,25.8,29.4,2.0,2.4,82.4,1751
2013-08-11,28.7,24.2,33.2,0.0,2.1,71.8,1751
2013-08-12,29.3,27.1,32.6,0.0,2.8,69.8,1751
2013-08-13,29.0,26.6,32.9,0.0,2.9,65.6,1784
2013-08-14,28.6,26.2,32.0,0.0,2.5,67.1,1727
2013-08-15,28.7,25.8,32.4,0.0,3.1,71.5,1727
2013-08-16,28.7,26.1,31.7,4.5,3.7,71.8,1844
2013-08-17,28.7,27.1,31.6,0.0,4.8,69.6,1844
2013-08-18,28.3,26.0,31.5,13.0,4.1,72.8,1844
2013-08-19,28.2,25.7,32.3,6.0,2.6,68.9,1793
2013-08-20,27.4,23.0,32.3,0.0,1.7,62.0,1799
2013-08-21,28.8,24.2,33.9,0.0,2.4,54.9,1813
2013-08-22,29.3,26.3,32.3,0.0,2.3,58.6,1876
2013-08-23,25.7,23.7,28.7,35.0,2.4,78.9,1876
2013-08-24,26.6,21.9,31.5,0.0,1.8,60.4,1876
2013-08-25,27.1,22.0,32.1,0.0,1.6,52.3,1876
2013-08-26,27.0,22.8,31.6,0.0,2.4,52.3,1833
2013-08-27,25.6,22.5,29.3,0.0,2.6,61.6,1787
2013-08-28,26.4,22.7,30.8,0.0,2.7,59.4,1816
2013-08-29,25.5,24.5,26.7,21.5,4.2,79.1,1699
2013-08-30,25.1,22.3,28.3,0.0,3.3,69.6,1713
2013-08-31,24.0,21.1,27.9,2.5,2.1,65.8,1713
2013-09-01,23.5,19.8,28.2,0.0,2.0,54.6,1713
2013-09-02,22.4,17.3,26.9,0.0,2.1,49.9,1753
2013-09-03,21.7,16.4,26.8,0.0,2.0,43.5,1753
2013-09-04,22.0,16.4,27.5,0.0,2.2,46.5,1753
2013-09-05,21.2,17.9,24.1,0.0,2.7,52.9,1806
2013-09-06,20.8,19.0,23.1,0.0,2.3,59.6,1806
2013-09-07,21.9,17.9,26.9,0.0,2.1,61.8,1806
2013-09-08,22.9,18.4,27.9,0.0,1.7,63.4,1806
2013-09-09,23.0,19.8,26.5,0.0,1.8,67.0,1806
2013-09-10,22.0,19.1,25.2,11.5,1.7,76.3,1806
2013-09-11,20.1,19.1,20.9,36.5,2.3,90.6,1741
2013-09-12,23.0,20.3,26.3,0.5,1.6,80.4,1751
2013-09-13,22.9,20.9,25.2,50.0,2.4,87.5,1814
2013-09-14,23.1,21.5,25.3,11.5,1.9,81.1,1814
2013-09-15,23.4,20.3,28.2,0.0,2.0,59.5,1814
2013-09-16,20.9,15.2,27.0,0.0,2.1,49.3,1751
2013-09-17,22.6,17.0,29.3,0.0,1.5,48.4,1837
2013-09-18,24.4,17.5,31.1,0.0,1.6,54.0,1837
2013-09-19,24.7,20.5,30.2,0.0,2.7,56.0,1837
2013-09-20,23.4,20.1,28.0,0.0,1.9,71.5,1837
2013-09-21,23.8,19.9,27.8,0.0,1.7,66.9,1837
2013-09-22,23.1,20.4,27.2,0.0,4.2,54.9,1837
2013-09-23,23.8,18.6,29.0,0.0,2.5,55.6,1791
2013-09-24,22.0,20.0,23.9,4.5,2.9,81.8,1791
2013-09-25,19.5,15.3,24.2,0.0,3.4,57.3,1791
2013-09-26,17.3,12.7,22.5,0.0,2.6,36.9,1709
2013-09-27,17.9,10.9,24.0,0.0,1.8,50.9,1656
2013-09-28,17.4,15.2,19.9,4.0,2.2,70.6,1656
2013-09-29,17.2,14.7,19.7,19.0,2.7,86.1,1656
2013-09-30,20.7,18.0,25.5,1.0,2.5,71.8,1640
2013-10-01,21.6,17.2,27.2,0.0,2.3,66.8,1640
2013-10-02,19.4,15.0,22.8,0.0,3.2,58.6,1554
2013-10-03,16.3,11.0,21.3,0.0,2.4,49.1,1554
2013-10-04,17.4,10.7,25.1,0.0,1.7,54.6,1517
2013-10-05,20.0,12.6,28.1,0.0,1.9,48.0,1517
2013-10-06,20.8,15.4,25.7,0.0,4.0,53.5,1517
2013-10-07,22.8,19.8,26.9,0.0,2.5,65.9,1589
2013-10-08,20.0,18.0,21.8,3.0,2.3,83.4,1503
2013-10-09,20.5,15.5,26.4,0.0,1.9,63.9,1503
2013-10-10,21.1,15.9,26.4,0.0,2.2,71.0,1561
2013-10-11,18.1,14.1,20.7,6.5,5.0,57.5,1553
2013-10-12,16.4,11.0,21.5,0.0,2.7,53.8,1553
2013-10-13,17.3,12.2,23.4,0.0,1.5,62.0,1553
2013-10-14,18.3,13.3,24.4,0.0,2.4,63.6,1574
2013-10-15,12.0,7.7,17.4,3.5,2.9,79.4,1599
2013-10-16,11.2,6.1,16.8,0.0,1.8,53.1,1584
2013-10-17,12.4,6.8,18.9,0.0,1.8,55.5,1407
2013-10-18,13.6,8.1,20.2,0.0,1.8,54.8,1407
2013-10-19,14.6,9.8,19.5,0.0,2.2,59.1,1407
2013-10-20,16.7,11.7,22.9,0.0,2.3,60.1,1407
2013-10-21,16.2,12.0,22.2,0.0,2.8,50.3,1433
2013-10-22,15.9,11.3,21.7,0.0,3.8,46.1,1433
2013-10-23,16.2,12.2,22.1,0.0,2.9,49.1,1376
2013-10-24,13.1,7.8,18.5,0.0,3.2,50.8,1434
2013-10-25,9.3,5.3,14.5,0.0,3.8,41.9,1453
2013-10-26,10.0,4.3,15.7,0.0,1.9,50.5,1453
2013-10-27,11.4,5.1,18.0,0.0,2.0,56.3,1453
2013-10-28,11.6,6.7,16.7,0.0,1.4,65.5,1506
2013-10-29,12.7,9.5,16.5,0.5,2.6,71.3,1506
2013-10-30,10.5,6.4,16.2,0.0,2.0,58.9,1563
2013-10-31,11.7,5.5,18.8,0.0,1.7,54.9,1467
2013-11-01,14.8,8.6,20.7,0.0,1.5,50.8,1460
2013-11-02,11.6,8.6,14.9,7.5,1.6,79.8,1460
2013-11-03,11.9,7.8,16.7,0.0,1.7,80.3,1460
2013-11-04,12.6,9.2,17.6,0.0,1.8,70.3,1423
2013-11-05,12.3,7.5,18.5,0.0,1.8,64.3,1394
2013-11-06,12.2,9.0,15.9,1.0,2.3,77.5,1294
2013-11-07,12.2,7.5,15.8,0.1,4.0,52.9,1400
2013-11-08,9.0,4.0,14.5,0.0,1.6,43.4,1370
2013-11-09,11.6,9.2,15.5,5.5,2.4,62.1,1370
2013-11-10,5.5,2.1,10.4,0.0,4.3,45.3,1370
2013-11-11,2.6,-1.4,7.5,0.0,2.8,32.9,1390
2013-11-12,3.4,-1.1,8.5,0.0,2.7,36.1,1390
2013-11-13,4.8,-0.9,11.4,0.0,1.7,43.5,1390
2013-11-14,6.7,3.1,9.9,1.0,1.9,55.1,1391
2013-11-15,8.2,5.8,12.4,2.0,1.8,78.3,1417
2013-11-16,7.0,2.4,12.0,2.0,2.6,72.0,1417
2013-11-17,5.2,2.2,7.6,1.0,4.2,58.1,1417
2013-11-18,1.1,-1.5,4.2,0.0,5.2,53.6,1431
2013-11-19,1.1,-1.7,3.8,0.0,4.4,53.9,1431
2013-11-20,1.5,-1.9,5.9,0.0,3.2,38.8,1474
2013-11-21,2.6,-1.4,7.3,0.0,2.4,48.8,1509
2013-11-22,4.6,-0.7,10.5,0.0,1.9,57.9,1556
2013-11-23,7.1,2.2,12.5,0.0,1.7,64.6,1556
2013-11-24,7.3,4.4,10.6,14.0,3.5,74.3,1556
2013-11-25,4.7,-0.1,10.2,9.5,6.1,64.6,1599
2013-11-26,2.1,-2.4,5.8,1.5,2.5,60.9,1613
2013-11-27,0.0,-4.3,4.7,1.7,3.4,66.8,1551
2013-11-28,-3.8,-6.4,-0.9,0.0,2.9,48.9,1666
2013-11-29,-0.7,-5.4,4.8,0.0,1.8,52.9,1666
2013-11-30,5.3,-1.1,10.6,0.0,2.4,56.9,1666
2013-12-01,4.5,1.4,8.6,0.0,2.1,66.9,1666
2013-12-02,3.9,0.1,6.6,0.0,1.4,64.3,1666
2013-12-03,6.7,4.5,9.9,0.0,1.6,62.6,1666
2013-12-04,5.5,2.1,9.6,0.0,1.8,72.8,1684
2013-12-05,5.5,2.1,9.0,0.0,2.4,73.4,1499
2013-12-06,3.0,-0.7,7.0,0.0,2.7,42.6,1499
2013-12-07,6.2,3.8,11.0,0.1,1.9,60.8,1499
2013-12-08,4.2,2.5,6.5,0.0,2.8,75.3,1499
2013-12-09,3.8,1.9,5.2,14.0,3.1,83.1,1574
2013-12-10,0.3,-2.2,3.5,0.0,3.2,56.1,1574
2013-12-11,-1.7,-4.3,0.2,2.6,3.9,64.1,1560
2013-12-12,-3.2,-6.3,0.3,4.1,2.7,69.9,1680
2013-12-13,-6.8,-8.9,-4.3,0.0,2.4,47.5,1646
2013-12-14,-4.9,-8.5,-1.4,1.1,1.5,65.4,1646
2013-12-15,-4.4,-8.0,0.7,0.0,1.9,48.1,1646
2013-12-16,-3.6,-7.3,0.5,0.0,1.8,52.6,1699
2013-12-17,-0.3,-5.5,4.7,0.0,1.5,52.4,1741
2013-12-18,2.2,-0.9,6.5,0.8,2.4,65.1,1741
2013-12-19,-3.5,-6.5,-0.9,0.3,4.0,60.6,1673
2013-12-20,-4.0,-8.1,-0.1,0.0,2.6,56.3,1674
2013-12-21,-3.1,-6.3,0.9,0.0,1.8,56.4,1674
2013-12-22,-2.1,-6.8,3.1,0.0,1.9,57.5,1674
2013-12-23,-1.1,-3.7,2.3,0.0,2.2,57.1,1656
2013-12-24,-1.6,-5.9,4.0,0.0,1.7,58.0,1723
2013-12-25,-0.5,-4.4,3.7,0.0,1.8,60.4,1723
2013-12-26,-0.5,-4.0,2.7,1.6,2.6,67.8,1643
2013-12-27,-6.8,-9.3,-3.7,0.0,3.4,49.5,1643
2013-12-28,-6.5,-9.8,-2.7,0.0,2.5,44.1,1643
2013-12-29,-2.9,-8.0,1.6,0.1,2.1,59.8,1643
2013-12-30,2.2,-1.9,6.3,0.0,2.9,55.4,1547
2013-12-31,3.8,0.5,8.0,0.0,3.6,58.8,1547
2014-01-01,4.0,0.3,7.9,0.0,3.7,51.3,1547
2014-01-02,1.5,-1.3,6.2,0.0,2.0,35.4,1480
2014-01-03,2.3,-1.1,7.3,0.0,2.5,54.4,1480
2014-01-04,-0.1,-3.7,5.6,0.0,2.4,47.1,1480
2014-01-05,-0.8,-4.3,3.8,0.0,1.9,48.4,1480
2014-01-06,0.8,-3.7,6.4,0.0,1.6,50.4,1461
2014-01-07,3.0,0.3,5.5,0.0,1.7,56.0,1461
2014-01-08,0.5,-5.7,4.0,0.0,3.3,56.6,1403
2014-01-09,-7.8,-10.4,-4.3,0.0,3.6,26.3,1516
2014-01-10,-4.7,-9.3,-0.9,0.0,2.0,48.6,1516
2014-01-11,-1.7,-5.4,2.4,0.0,1.9,44.1,1516
2014-01-12,-2.4,-7.7,2.5,0.0,3.4,43.5,1516
2014-01-13,-6.2,-10.5,-1.6,0.0,2.9,26.0,1487
2014-01-14,-4.3,-8.9,1.1,0.0,2.2,33.8,1496
2014-01-15,-2.9,-7.6,2.2,0.0,1.7,42.0,1424
2014-01-16,0.1,-4.0,3.6,0.0,1.9,59.9,1530
2014-01-17,-0.1,-3.7,3.8,0.0,1.6,55.9,1491
2014-01-18,-2.2,-4.9,0.8,0.0,3.1,42.4,1491
2014-01-19,-2.6,-7.4,2.4,0.0,1.9,44.8,1491
2014-01-20,-1.5,-4.2,1.9,5.3,3.2,83.3,1504
2014-01-21,-5.5,-7.2,-3.1,0.7,2.4,62.6,1504
2014-01-22,-3.9,-9.5,1.6,0.0,1.6,60.0,1529
2014-01-23,-0.8,-5.2,4.1,0.0,2.1,65.6,1529
2014-01-24,3.0,-1.1,5.7,0.0,2.6,64.4,1533
2014-01-25,4.2,-0.4,6.3,3.0,2.4,74.4,1533
2014-01-26,-2.1,-5.3,2.3,0.0,2.7,42.1,1533
2014-01-27,0.2,-5.4,6.0,0.0,2.6,48.0,1576
2014-01-28,1.5,-3.0,4.6,0.5,2.9,52.8,1576
2014-01-29,2.2,-5.3,8.2,0.0,2.2,40.1,1576
2014-01-30,4.0,-1.0,6.5,3.5,3.0,66.1,1576
2014-01-31,1.3,-4.3,7.0,0.0,2.2,26.1,1576
2014-02-01,4.9,3.7,6.0,11.0,3.4,63.8,1576
2014-02-02,4.9,2.8,6.5,0.5,2.0,91.6,1576
2014-02-03,-3.5,-8.2,2.8,0.0,4.3,38.5,1556
2014-02-04,-7.4,-10.5,-3.7,0.0,3.4,25.9,1556
2014-02-05,-4.8,-8.9,0.3,0.0,2.0,27.5,1561
2014-02-06,-1.3,-5.2,4.5,0.0,1.7,29.8,1509
2014-02-07,2.4,-2.0,7.6,0.0,4.8,47.3,1477
2014-02-08,0.2,-1.5,2.5,4.3,4.3,79.4,1477
2014-02-09,-1.6,-3.4,0.7,0.2,2.7,76.5,1477
2014-02-10,-0.1,-2.9,4.4,0.2,2.5,55.0,1551
2014-02-11,0.2,-3.8,5.2,0.0,3.2,42.1,1551
2014-02-12,1.2,-2.0,5.1,0.0,2.5,49.3,1416
2014-02-13,1.9,-2.1,6.5,0.0,2.2,46.1,1516
2014-02-14,2.7,-0.7,7.6,0.0,3.1,47.3,1543
2014-02-15,2.7,-1.9,8.5,0.0,2.7,54.6,1543
2014-02-16,2.8,-1.1,8.1,0.0,1.7,53.3,1543
2014-02-17,4.2,0.9,8.5,0.0,2.0,45.5,1529
2014-02-18,2.5,0.3,5.4,0.0,3.5,45.9,1557
2014-02-19,2.1,-1.9,6.7,0.0,2.6,48.6,1550
2014-02-20,1.2,-1.2,5.5,0.0,2.8,61.5,1557
2014-02-21,0.9,-4.0,6.9,0.0,2.6,49.1,1557
2014-02-22,2.2,-2.1,7.4,0.0,2.1,49.3,1557
2014-02-23,3.1,-1.8,8.5,0.0,2.1,50.6,1557
2014-02-24,4.1,-0.3,9.3,0.0,2.3,58.0,1543
2014-02-25,5.7,0.6,12.3,0.0,2.0,59.9,1571
2014-02-26,8.4,1.4,16.4,0.0,1.9,44.9,1410
2014-02-27,7.7,3.8,13.1,0.0,2.8,55.4,1370
2014-02-28,6.7,1.3,12.3,0.0,2.3,58.8,1397
2014-03-01,6.0,3.3,9.4,0.0,2.6,61.1,1397
2014-03-02,4.5,-0.2,10.1,0.0,3.0,46.4,1397
2014-03-03,5.2,-1.0,11.9,0.0,2.0,34.4,1421
2014-03-04,6.3,2.2,12.3,0.0,2.9,48.0,1464
2014-03-05,1.4,-1.4,5.3,0.0,4.4,44.8,1550
2014-03-06,0.3,-3.0,5.0,0.0,3.6,43.4,1806
2014-03-07,-0.6,-4.6,4.3,0.0,3.8,45.9,1860
2014-03-08,2.0,-2.2,7.0,0.0,2.5,55.0,1860
2014-03-09,1.4,-1.6,4.8,2.2,3.6,56.4,1860
2014-03-10,1.5,-3.6,7.7,0.0,3.0,50.4,1847
2014-03-11,4.5,-0.9,9.4,0.0,2.8,65.0,1847
2014-03-12,6.9,4.0,9.5,0.2,1.5,75.8,1861
2014-03-13,5.2,1.6,8.3,0.0,4.0,54.5,1916
2014-03-14,3.4,-1.5,8.5,0.0,3.6,54.6,1916
2014-03-15,6.8,0.1,13.4,0.0,4.0,66.8,1916
2014-03-16,11.3,5.7,18.5,0.0,2.3,68.3,1916
2014-03-17,12.6,6.9,19.4,0.5,3.5,79.0,1944
2014-03-18,10.5,7.7,16.0,0.4,3.5,75.3,1944
2014-03-19,9.6,7.4,12.3,0.0,2.9,65.5,1916
2014-03-20,6.3,2.8,10.3,0.4,3.2,71.3,1826
2014-03-21,5.9,1.2,12.0,0.0,3.4,52.5,1836
2014-03-22,8.6,2.3,15.5,0.0,2.5,63.5,1836
2014-03-23,9.6,4.6,15.5,0.0,3.0,63.6,1836
2014-03-24,10.9,4.6,15.3,0.0,3.5,60.5,1867
2014-03-25,14.6,11.9,18.2,0.0,2.7,75.9,1867
2014-03-26,15.4,11.8,21.9,0.0,2.8,64.6,1810
2014-03-27,13.5,7.7,20.4,0.0,2.8,68.9,1911
2014-03-28,16.6,11.3,23.8,0.0,2.6,57.3,1949
2014-03-29,15.0,13.2,18.0,3.5,2.5,73.4,1949
2014-03-30,14.9,10.2,20.6,0.0,3.1,63.5,1949
2014-03-31,14.5,8.8,20.2,0.0,2.3,49.3,1911
2014-04-01,15.6,9.5,23.0,0.0,2.4,33.8,1911
2014-04-02,15.5,9.9,21.9,0.0,2.7,30.0,1854
2014-04-03,10.2,5.5,13.6,0.5,3.1,63.0,1844
2014-04-04,6.6,2.3,11.7,0.0,3.4,52.6,1887
2014-04-05,6.2,3.5,11.0,0.0,3.0,60.5,1887
2014-04-06,7.4,2.3,12.8,0.0,4.0,50.6,1887
2014-04-07,10.3,4.9,16.7,0.0,3.4,64.9,1893
2014-04-08,11.9,5.7,19.7,0.0,2.6,60.9,1893
2014-04-09,10.3,7.0,15.3,0.0,3.0,85.3,1807
2014-04-10,12.5,7.2,20.0,0.0,2.4,71.5,1931
2014-04-11,13.6,10.1,18.7,0.0,2.8,69.5,1936
2014-04-12,14.3,11.1,17.2,0.0,1.7,68.8,1936
2014-04-13,17.2,13.2,24.3,0.0,2.2,54.9,1936
2014-04-14,16.3,12.1,22.4,0.0,2.7,53.3,1936
2014-04-15,12.9,9.3,16.8,0.0,3.2,80.1,1936
2014-04-16,14.0,10.0,19.4,0.0,1.8,81.0,1907
2014-04-17,14.7,8.4,20.9,3.0,1.9,67.4,1840
2014-04-18,15.9,12.0,23.0,0.0,2.6,59.9,1883
2014-04-19,14.0,11.4,18.4,0.0,4.5,56.0,1883
2014-04-20,14.6,10.0,21.6,0.0,3.4,54.4,1883
2014-04-21,15.1,9.8,21.4,0.0,3.0,55.1,1883
2014-04-22,16.0,9.6,23.3,0.0,2.8,43.1,1897
2014-04-23,17.2,10.4,24.9,0.0,2.5,49.4,1907
2014-04-24,18.6,12.1,26.2,0.0,2.0,49.0,1904
2014-04-25,19.0,12.3,25.9,0.0,2.2,32.5,1904
2014-04-26,18.7,13.3,25.4,0.0,2.4,38.9,1904
2014-04-27,15.6,13.6,18.3,8.5,2.3,86.6,1904
2014-04-28,13.6,12.2,15.0,13.5,4.6,91.6,1927
2014-04-29,15.0,11.9,18.9,5.5,4.0,69.5,1927
2014-04-30,16.1,11.4,21.4,0.0,2.1,62.1,1914
2014-05-01,16.0,10.4,22.1,0.0,3.2,60.5,1914
2014-05-02,15.7,11.1,24.8,1.0,3.6,70.9,1914
2014-05-03,13.1,8.0,19.3,0.0,3.9,54.6,1914
2014-05-04,12.3,8.5,20.5,0.2,3.8,57.8,1914
2014-05-05,11.3,6.8,15.5,0.0,5.1,56.5,1914
2014-05-06,13.1,7.6,19.0,0.0,3.4,45.9,1914
2014-05-07,15.7,8.7,22.3,2.0,3.8,48.3,1857
2014-05-08,14.5,11.5,19.5,4.0,4.2,83.9,1933
2014-05-09,16.8,9.8,23.8,0.0,2.0,60.8,1959
2014-05-10,20.5,12.9,28.3,0.0,2.1,43.4,1959
2014-05-11,18.9,15.9,23.8,23.0,3.4,54.4,1959
2014-05-12,16.4,13.6,20.4,10.0,5.2,79.1,1973
2014-05-13,19.2,11.9,25.6,0.0,4.0,69.9,1973
2014-05-14,19.6,15.3,25.9,0.0,3.5,59.1,1973
2014-05-15,18.2,14.5,23.7,0.3,4.0,66.9,1957
2014-05-16,19.0,12.3,26.2,0.0,2.9,50.3,1957
2014-05-17,20.0,14.3,26.2,0.0,2.3,48.0,1957
2014-05-18,20.3,13.7,27.1,0.0,2.4,50.1,1957
2014-05-19,20.0,14.1,26.2,0.0,2.3,55.1,1957
2014-05-20,21.5,16.1,28.4,0.0,2.2,45.4,1957
2014-05-21,20.1,15.9,26.5,0.0,3.7,65.3,1957
2014-05-22,20.9,13.6,28.3,0.0,2.5,63.4,2033
2014-05-23,22.0,17.6,27.8,0.0,2.9,68.4,2033
2014-05-24,21.3,16.9,27.9,0.0,2.3,68.8,2033
2014-05-25,20.5,18.3,24.9,21.0,2.4,78.9,2033
2014-05-26,19.4,16.5,24.7,1.5,4.0,67.4,2004
