일시,가격
2013-10-15,1599
2013-10-16,1584
2013-10-17,1407
2013-10-18,1407
2013-10-19,1407
2013-10-20,1407
2013-10-21,1433
2013-10-22,1433
2013-10-23,1376
2013-10-24,1434
2013-10-25,1453
2013-10-26,1453
2013-10-27,1453
2013-10-28,1506
2013-10-29,1506
2013-10-30,1563
2013-10-31,1467
2013-11-01,1460
2013-11-02,1460
2013-11-03,1460
2013-11-04,1423
2013-11-05,1394
2013-11-06,1294
2013-11-07,1400
2013-11-08,1370
2013-11-09,1370
2013-11-10,1370
2013-11-11,1390
2013-11-12,1390
2013-11-13,1390
2013-11-14,1391
2013-11-15,1417
2013-11-16,1417
2013-11-17,1417
2013-11-18,1431
2013-11-19,1431
2013-11-20,1474
2013-11-21,1509
2013-11-22,1556
2013-11-23,1556
2013-11-24,1556
2013-11-25,1599
2013-11-26,1613
2013-11-27,1551
2013-11-28,1666
2013-11-29,1666
2013-11-30,1666
2013-12-01,1666
2013-12-02,1666
2013-12-03,1666
2013-12-04,1684
2013-12-05,1499
2013-12-06,1499
2013-12-07,1499
2013-12-08,1499
2013-12-09,1574
2013-12-10,1574
2013-12-11,1560
2013-12-12,1680
2013-12-13,1646
2013-12-14,1646
2013-12-15,1646
2013-12-16,1699
2013-12-17,1741
2013-12-18,1741
2013-12-19,1673
2013-12-20,1674
2013-12-21,1674
2013-12-22,1674
2013-12-23,1656
2013-12-24,1723
2013-12-25,1723
2013-12-26,1643
2013-12-27,1643
2013-12-28,1643
2013-12-29,1643
2013-12-30,1547
2013-12-31,1547
2014-01-01,1547
2014-01-02,1480
